CENTRAL REGION,CR,DOWNTOWN CORE,DT,RAFFLES PLACE,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
CENTRAL REGION,CR,DOWNTOWN CORE,DT,TANJONG PAGAR,0.5223880597014925,60,270,240,120,20536.0,0.5161290322580645,50,240,220,120,20536.0,0.5166666666666667,50,0,0,0,20536.0,0.5254237288135594,60,0,0,0,20536.0,0.5454545454545454,50,0,0,0,20536.0,0.5471698113207547,40,0,0,0,20536.0,0.56,40,0,0,0,20536.0,0.5625,50,0,0,0,20536.0,0.5555555555555556,40,0,0,0,20536.0,0.5555555555555556,60,0,0,0,20536.0
CENTRAL REGION,CR,GEYLANG,GL,ALJUNIED,0.49362340585146286,6150,10720,12170,10940,11730.102219927723,0.49601395117090186,6340,10750,12420,10650,11581.573778920309,0.4978744686171543,6400,270,240,120,11291.631007751937,0.497,6570,270,240,120,10984.718371553723,0.4976857490864799,7030,270,240,120,10874.354952237305,0.49820187005514266,7460,270,240,120,10767.615441722346,0.49612038561015753,8010,270,240,120,10588.383123181377,0.4974056603773585,8090,270,240,120,10432.653518383248,0.4961740793878527,8070,270,240,120,10494.256271519922,0.4975265017667845,8390,270,240,120,10493.36531007752
CENTRAL REGION,CR,GEYLANG,GL,GEYLANG EAST,0.4859625668449198,5190,7770,8830,8140,12781.507952622673,0.48678122934567086,5400,7940,8980,7970,12657.4812583668,0.4868505452212957,5530,10720,12170,10940,12621.587260318493,0.48770619358854655,5880,10720,12170,10940,12668.154622909435,0.48746943765281175,6110,10720,12170,10940,12567.035980148883,0.4886159376872379,6370,10720,12170,10940,12479.405175038051,0.48904677323860274,6620,10720,12170,10940,12399.327913279132,0.48995271867612294,6740,10720,12170,10940,12385.437086092716,0.49140995260663506,6890,10720,12170,10940,12289.493670886075,0.49079025549613786,7000,10720,12170,10940,12206.750529180526
CENTRAL REGION,CR,GEYLANG,GL,KALLANG WAY,,0,0,0,0,,,0,0,0,0,,,0,7770,8830,8140,,,0,7770,8830,8140,,,0,7770,8830,8140,,,0,7770,8830,8140,,,0,7770,8830,8140,,,0,7770,8830,8140,,,0,7770,8830,8140,,,0,7770,8830,8140,
CENTRAL REGION,CR,GEYLANG,GL,KAMPONG UBI,0.49915254237288137,1940,3600,3310,2950,8345.979452054795,0.5020712510356256,2050,3670,3500,2860,8333.338926174496,0.5036496350364964,2140,0,0,0,8328.292522596548,0.5027799841143765,2250,0,0,0,8318.318327974277,0.5038759689922481,2390,0,0,0,8319.850863422293,0.5041635124905375,2600,0,0,0,8321.315950920245,0.5058910162002945,2750,0,0,0,8312.499254843517,0.5050798258345428,2950,0,0,0,8298.498163115357,0.5036231884057971,3070,0,0,0,8297.265157048942,0.5032304379038047,3250,0,0,0,8293.156295224313
CENTRAL REGION,CR,GEYLANG,GL,MACPHERSON,0.4959464222770532,4590,7690,8170,7930,7657.921248669741,0.49711191335740074,4540,7250,8310,7610,7623.890341321714,0.49625668449197863,4720,3600,3310,2950,7545.572606669057,0.49825662482566246,4970,3600,3310,2950,7482.8433988764045,0.49828649760109667,5180,3600,3310,2950,7415.817052122886,0.5,5150,3600,3310,2950,7397.763463569166,0.5005138746145941,5370,3600,3310,2950,7395.923369002417,0.500508992195453,5660,3600,3310,2950,7406.546511627907,0.5001673920321392,5930,3600,3310,2950,7414.285232636547,0.5024975024975025,6080,3600,3310,2950,7485.093288590604
NORTH-EAST REGION,NER,HOUGANG,HG,DEFU INDUSTRIAL PARK,,0,0,0,0,,,0,0,0,0,,,0,7690,8170,7930,,,0,7690,8170,7930,,,0,7690,8170,7930,,,0,7690,8170,7930,,,0,7690,8170,7930,,,0,7690,8170,7930,,,0,7690,8170,7930,,,0,7690,8170,7930,
NORTH-EAST REGION,NER,HOUGANG,HG,HOUGANG CENTRAL,0.4978813559322034,750,1390,1360,1220,13416.75641025641,0.5010570824524313,780,1360,1440,1160,13267.211087420043,0.5010570824524313,790,0,0,0,13204.055319148936,0.49894736842105264,850,0,0,0,13076.895966029724,0.4989429175475687,910,0,0,0,12898.910256410256,0.5031055900621118,980,0,0,0,12791.17745302714,0.503030303030303,1060,0,0,0,12766.494929006085,0.50199203187251,1140,0,0,0,12758.579476861167,0.5009861932938856,1220,0,0,0,12729.725099601594,0.5019607843137255,1260,0,0,0,12702.877470355732
NORTH-EAST REGION,NER,HOUGANG,HG,HOUGANG EAST,0.4859550561797753,4720,8030,7030,5150,9830.852669610598,0.4868316041500399,4790,8260,7110,4890,9776.38483033932,0.4880095923261391,4810,1390,1360,1220,9726.701319472211,0.48810963321241435,4840,1390,1360,1220,9567.881499395406,0.4901011878574571,4340,1390,1360,1220,8977.77924362357,0.49088422971741114,4230,1390,1360,1220,8920.322227293473,0.490937338166753,3730,1390,1360,1220,8958.775933609959,0.4918805657412258,3860,1390,1360,1220,8978.75681341719,0.4916839916839917,4140,1390,1360,1220,8970.729448491154,0.4930232558139535,4460,1390,1360,1220,8969.833505687693
NORTH-EAST REGION,NER,HOUGANG,HG,HOUGANG WEST,0.49296084469863616,6480,13230,13280,12480,8550.439404047143,0.49328045825071604,6510,13120,13770,11990,8342.483849409668,0.4941684665226782,6850,8030,7030,5150,8341.939737991266,0.4939809926082365,7440,8030,7030,5150,8335.816748348605,0.49361614497528833,8130,8030,7030,5150,8332.496583143507,0.49441340782122906,8920,8030,7030,5150,8327.446987951807,0.4951305025321387,9610,8030,7030,5150,8321.850558933123,0.49559555725775567,10390,8030,7030,5150,8317.0843605547,0.4968791375070929,11090,8030,7030,5150,8313.85608223872,0.49746954076850985,11680,8030,7030,5150,8311.638831291235
NORTH-EAST REGION,NER,HOUGANG,HG,KANGKAR,0.4876084262701363,6670,9240,9460,6940,11908.516309412862,0.4891064098515946,6550,9100,9390,6640,11720.118987341772,0.49026723853513693,6140,13230,13280,12480,11392.747434624296,0.4917163684559311,6110,13230,13280,12480,11547.15530428999,0.4927032661570535,5830,13230,13280,12480,11643.097382198954,0.4940590264469145,5190,13230,13280,12480,11131.398843930636,0.49436846339501206,5080,13230,13280,12480,11091.529506871464,0.49482895783611774,5350,13230,13280,12480,10631.741451209342,0.49545992893801816,5560,13230,13280,12480,10578.117744610281,0.49726348709929635,5760,13230,13280,12480,10623.662561576355
NORTH-EAST REGION,NER,HOUGANG,HG,KOVAN,0.482258064516129,4700,6760,7340,6010,21258.382700938393,0.48370221327967805,4790,6710,7550,5800,21222.524042379788,0.4838709677419355,4980,9240,9460,6940,21171.35166994106,0.48455598455598453,5120,9240,9460,6940,21135.32292073409,0.4854182655410591,5290,9240,9460,6940,21086.075427682736,0.48634945397815915,5330,9240,9460,6940,21026.517200474496,0.48706725029844805,5340,9240,9460,6940,20948.41727199354,0.4855769230769231,5420,9240,9460,6940,20932.35561268209,0.4853658536585366,5550,9240,9460,6940,20882.05662020906,0.4863597612958227,5430,9240,9460,6940,20795.008711600185
NORTH-EAST REGION,NER,HOUGANG,HG,LORONG AH SOO,0.4724628712871287,5170,8370,9660,9130,11757.248832139521,0.4724869351367968,5330,8480,9840,8910,11610.73931888545,0.47413793103448276,5420,6760,7340,6010,11430.535481871708,0.4734607218683652,5670,6760,7340,6010,11216.927261613691,0.47398325358851673,5990,6760,7340,6010,11047.735302984625,0.47733255337818076,6340,6760,7340,6010,10922.862536873155,0.4790384051597772,6470,6760,7340,6010,10560.472361809045,0.47983392645314354,6500,6760,7340,6010,10259.74011976048,0.48096783712009444,6690,6760,7340,6010,10203.355568790947,0.48191365227537925,6960,6760,7340,6010,10117.59952885748
NORTH-EAST REGION,NER,HOUGANG,HG,LORONG HALUS,,0,0,0,0,,,0,0,0,0,,,0,8370,9660,9130,,,0,8370,9660,9130,,,0,8370,9660,9130,,,0,8370,9660,9130,,,0,8370,9660,9130,,,0,8370,9660,9130,,,0,8370,9660,9130,,,0,8370,9660,9130,
NORTH-EAST REGION,NER,HOUGANG,HG,TAI SENG,0.4822848879248012,2430,3530,4000,3900,14022.560178306092,0.4829302987197724,2520,3670,4120,3760,13929.144736842105,0.48484848484848486,2630,0,0,0,13761.874004344678,0.48635409377186845,2750,0,0,0,13675.683908045978,0.48476454293628807,2960,0,0,0,13554.570818505337,0.4847042828008158,3170,0,0,0,13531.409377186845,0.4831383344803854,3240,0,0,0,13612.77052631579,0.4826568265682657,3010,0,0,0,14411.721673003802,0.48127925117004683,2900,0,0,0,14836.075684380032,0.48176881303335917,2990,0,0,0,14725.550922213311
NORTH-EAST REGION,NER,HOUGANG,HG,TRAFALGAR,0.5072169140069119,9490,13900,15110,10700,9842.426942113192,0.5064664163537755,9400,13530,15190,9830,9996.576038903626,0.5081374321880651,8910,3530,4000,3900,10311.36026936027,0.5075946497392881,9280,3530,4000,3900,10323.642186371299,0.5070294784580499,9770,3530,4000,3900,10458.711635750422,0.5082589285714286,10320,3530,4000,3900,10484.223169864961,0.5064187693669765,10860,3530,4000,3900,10513.871891130924,0.5069020140303236,10990,3530,4000,3900,10615.530514175876,0.5044735030970406,11270,3530,4000,3900,10704.156121212121,0.5057870370370371,11440,3530,4000,3900,10881.178729689807
WEST REGION,WR,JURONG EAST,JE,INTERNATIONAL BUSINESS PARK,,0,0,0,0,,,0,0,0,0,,,0,13900,15110,10700,,,0,13900,15110,10700,,,0,13900,15110,10700,,,0,13900,15110,10700,,,0,13900,15110,10700,,,0,13900,15110,10700,,,0,13900,15110,10700,,,0,13900,15110,10700,
WEST REGION,WR,JURONG EAST,JE,JURONG GATEWAY,0.4666666666666667,90,150,160,50,20536.0,0.46808510638297873,110,170,160,50,20536.0,0.46511627906976744,90,0,0,0,20536.0,0.48,60,0,0,0,20536.0,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
WEST REGION,WR,JURONG EAST,JE,JURONG PORT,,0,0,0,0,,,0,0,0,0,,,0,150,160,50,,,0,150,160,50,,,0,150,160,50,,,0,150,160,50,,,0,150,160,50,,,0,150,160,50,,,0,150,160,50,,,0,150,160,50,
WEST REGION,WR,JURONG EAST,JE,JURONG RIVER,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
WEST REGION,WR,JURONG EAST,JE,PENJURU CRESCENT,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
WEST REGION,WR,JURONG EAST,JE,TEBAN GARDENS,0.4991905018888289,3420,4790,5310,5020,8008.054024851432,0.5007966011683483,3590,4940,5430,4890,8012.425531914893,0.5012973533990659,3770,190,280,510,8012.427457098284,0.5015166835187057,3960,190,280,510,8020.393924050633,0.5007571933366987,4010,190,280,510,8047.2639029322545,0.5015723270440252,3820,190,280,510,8112.469537815126,0.5033557046979866,3920,190,280,510,8114.023784901758,0.5048643113159242,4030,190,280,510,8114.077948717949,0.5067497403946002,4080,190,280,510,7963.889812889813,0.5088449531737773,4130,190,280,510,7934.994273815721
WEST REGION,WR,JURONG EAST,JE,TOH GUAN,0.49554489376285127,2450,4260,4360,3550,9739.148732008225,0.49525745257452575,2600,4290,4560,3320,9723.237966101695,0.4967105263157895,2780,0,0,0,9718.67939433838,0.49779458097038437,3120,0,0,0,9719.585381222432,0.49660284126003706,3330,0,0,0,9718.56277056277,0.49909145972138097,3520,0,0,0,9719.00060569352,0.500590318772137,3750,0,0,0,9713.454223272298,0.5011682242990654,3930,0,0,0,9708.446522501461,0.5023148148148148,4090,0,0,0,9713.03125,0.5028571428571429,4290,0,0,0,9695.973714285714
WEST REGION,WR,JURONG EAST,JE,YUHUA EAST,0.48930157448526446,3800,6470,7140,7350,9174.142798857609,0.4891479099678457,3860,6640,7300,7090,9281.903330625508,0.49018067556952083,4120,4790,5310,5020,9278.392701309005,0.4914546145081656,4440,4790,5310,5020,9269.340752110515,0.4918518518518519,4780,4790,5310,5020,9284.483352038907,0.4918092464506735,5060,4790,5310,5020,9261.27478960849,0.4927227547035854,5330,4790,5310,5020,9272.782453637661,0.4933239634574842,5550,4790,5310,5020,9283.042372881357,0.4946199236376258,5800,4790,5310,5020,9275.690534404472,0.49709202873759833,6050,4790,5310,5020,9283.62891566265
WEST REGION,WR,JURONG EAST,JE,YUHUA WEST,0.49739039665970775,3260,5050,5700,5170,9781.245660178853,0.49767921609076843,3380,5150,5890,4980,9722.588357588358,0.4977420973406924,3620,4260,4360,3550,9651.48987854251,0.4982868330885952,3900,4260,4360,3550,9620.284444444444,0.4995159728944821,4000,4260,4360,3550,9621.236328125,0.4992812649736464,4160,4260,4360,3550,9634.365217391305,0.5016674606955693,4280,4260,4360,3550,9649.4483421432,0.5012059816690786,4320,4260,4360,3550,9805.403696498055,0.499500998003992,4210,4260,4360,3550,10187.172205438066,0.4984909456740443,4380,4260,4360,3550,10292.33990895296
WEST REGION,WR,JURONG WEST,JW,BOON LAY PLACE,0.5134674394817593,6420,8550,8750,5620,7131.685109289618,0.5126560917988525,6750,8690,8810,5370,7118.751519243754,0.5125827814569537,7050,6470,7140,7350,7034.253894597282,0.5137919574609505,7100,6470,7140,7350,6831.582029950083,0.5122422680412371,7390,6470,7140,7350,6717.282117495158,0.5126968820315011,7490,6470,7140,7350,6694.377334191887,0.5129673290670259,7170,6470,7140,7350,6641.60904794058,0.5154489276626681,6620,6470,7140,7350,6701.430236794171,0.518840579710145,6750,6470,7140,7350,7364.497277676951,0.5193621867881549,6440,6470,7140,7350,7678.454580007602
WEST REGION,WR,JURONG WEST,JW,CHIN BEE,,0,0,0,0,,,0,0,0,0,,,0,5050,5700,5170,,,0,5050,5700,5170,,,0,5050,5700,5170,,,0,5050,5700,5170,,,0,5050,5700,5170,,,0,5050,5700,5170,,,0,5050,5700,5170,,,0,5050,5700,5170,
WEST REGION,WR,JURONG WEST,JW,HONG KAH,0.4946176688938382,9700,14480,16000,13710,9149.638155448121,0.4952838912520806,9910,14690,16290,13200,9011.911028730306,0.49462561486609585,10240,8550,8750,5620,8938.8625159759,0.49639119451461566,10600,8550,8750,5620,8803.875565201664,0.49749552772808586,11000,8550,8750,5620,8746.082855093257,0.4990328820116054,11510,8550,8750,5620,8739.781773312181,0.5006934812760055,12070,8550,8750,5620,8781.91759388039,0.5009455045556128,12590,8550,8750,5620,8757.807519834425,0.5013610071452875,13020,8550,8750,5620,8758.8628990951,0.5016012135513231,13480,8550,8750,5620,8748.326792963464
WEST REGION,WR,JURONG WEST,JW,JURONG WEST CENTRAL,0.4989021329987453,14330,18090,20660,10700,10057.25470514429,0.4994586233565352,14920,18760,20780,10210,10051.385519801981,0.5004564820450396,15590,0,0,0,10038.465845123992,0.5009611119325743,16570,0,0,0,10030.690817684459,0.5022248590922574,16880,0,0,0,10083.168669336894,0.5026392961876833,17380,0,0,0,10084.936656891496,0.502887669650592,17850,0,0,0,10088.541726826452,0.5041774704696053,18120,0,0,0,10090.450367382222,0.5044489092996556,18340,0,0,0,10069.711497057557,0.5051828390440541,18350,0,0,0,10059.015836452634
WEST REGION,WR,JURONG WEST,JW,KIAN TECK,,0,0,0,0,,,0,0,0,0,,,0,14480,16000,13710,,,0,14480,16000,13710,,,0,14480,16000,13710,,,0,14480,16000,13710,,,0,14480,16000,13710,,,0,14480,16000,13710,,,0,14480,16000,13710,,,0,14480,16000,13710,
WEST REGION,WR,JURONG WEST,JW,SAFTI,,0,0,0,0,,,0,0,0,0,,,0,18090,20660,10700,,,0,18090,20660,10700,,,0,18090,20660,10700,,,0,18090,20660,10700,,,0,18090,20660,10700,,,0,18090,20660,10700,,,0,18090,20660,10700,,,0,18090,20660,10700,
WEST REGION,WR,JURONG WEST,JW,TAMAN JURONG,0.49899799599198397,8900,11540,12270,7220,10554.410127851592,0.4992496248124062,9150,11660,12330,6850,10514.364956195244,0.5002586652871185,8890,0,0,0,10604.582966606264,0.49933137202460554,8660,0,0,0,10292.572805139187,0.5002682403433476,8800,0,0,0,10227.015574650914,0.5010828370330266,8840,0,0,0,10241.126592572513,0.5030250648228176,8440,0,0,0,10091.55670995671,0.5050014289797085,8860,0,0,0,10028.59799713877,0.5066001760046934,8780,0,0,0,9585.966440977332,0.5075030012004802,8650,0,0,0,9725.781719783523
WEST REGION,WR,JURONG WEST,JW,WENYA,0.5036231884057971,2260,2160,2600,1250,9922.254635352287,0.5042117930204573,2290,2250,2570,1210,9900.916256157636,0.5083732057416268,2330,0,0,0,9902.645554202192,0.508177570093458,2400,0,0,0,9893.08402366864,0.5093240093240093,2460,0,0,0,9886.405594405594,0.5110336817653891,2410,0,0,0,9892.53488372093,0.5097588978185993,2400,0,0,0,9873.98835855646,0.5121107266435986,2370,0,0,0,9863.67681498829,0.5132641291810842,2340,0,0,0,9849.831381733022,0.5125448028673835,2260,0,0,0,9802.766990291262
WEST REGION,WR,JURONG WEST,JW,YUNNAN,0.5074074074074074,13070,20090,21280,13060,10676.367480643241,0.5069678744315681,13660,20430,21690,12410,10678.70095799558,0.5075537478210342,14170,11540,12270,7220,10654.511302318799,0.5078602620087336,14540,11540,12270,7220,10534.062244301578,0.5072753209700428,15620,11540,12270,7220,10531.537977399514,0.5079700945126252,16580,11540,12270,7220,10513.270289343684,0.5085594989561587,17560,11540,12270,7220,10469.813927576603,0.5088275862068965,18570,11540,12270,7220,10420.553009387078,0.5099274270847597,19540,11540,12270,7220,10414.704221491229,0.510713798280333,20300,11540,12270,7220,10399.48606557377
CENTRAL REGION,CR,KALLANG,KL,BENDEMEER,0.48549374500931597,6490,10320,10540,10210,9484.91264243082,0.4871517446578307,6360,10270,10520,9820,9492.169884169884,0.4869371873262924,6140,2160,2600,1250,9469.889484071045,0.4860911958703757,6070,2160,2600,1250,9486.317193389388,0.4878769958604376,5950,2160,2600,1250,9442.536964980545,0.4892107596807567,6040,2160,2600,1250,9215.1916041979,0.49086084905660377,6080,2160,2600,1250,9075.675059952038,0.4902769593400118,6190,2160,2600,1250,9026.672258837627,0.4897959183673469,6230,2160,2600,1250,8961.277811184606,0.4897834705702958,6010,2160,2600,1250,8955.245739076541
CENTRAL REGION,CR,KALLANG,KL,BOON KENG,0.4775233248515691,1770,2970,3450,3630,7840.828644501279,0.4775,1840,3110,3510,3570,7875.115577889447,0.4795417348608838,1950,20090,21280,13060,7833.820870994248,0.48048780487804876,1990,20090,21280,13060,7825.071895424837,0.486586493987049,1830,20090,21280,13060,7833.411545623836,0.48678213309024615,1900,20090,21280,13060,7831.868010999084,0.48882931188561213,1960,20090,21280,13060,7842.215827338129,0.4876325088339223,2020,20090,21280,13060,7877.373558118899,0.4903169014084507,2060,20090,21280,13060,7865.09187279152,0.4938811188811189,2110,20090,21280,13060,7863.829675153644
CENTRAL REGION,CR,KALLANG,KL,CRAWFORD,0.5525059665871122,920,1550,2440,3480,4839.634175691937,0.5501138952164009,1020,1630,2650,3480,5269.536866359447,0.5497206703910614,1120,10320,10540,10210,5124.2866817155755,0.5508021390374331,1220,10320,10540,10210,5060.637837837838,0.553125,1270,10320,10540,10210,5066.366701791359,0.5523613963039015,1340,10320,10540,10210,4947.21540062435,0.5512048192771084,1400,10320,10540,10210,4930.50152284264,0.5532128514056225,1410,10320,10540,10210,4813.076765609007,0.554,1460,10320,10540,10210,4887.6619144602855,0.5562248995983936,1450,10320,10540,10210,4897.020449897751
CENTRAL REGION,CR,KALLANG,KL,GEYLANG BAHRU,0.49822695035460995,1570,2550,3640,3530,6220.198037466548,0.49914236706689535,1720,2710,3770,3480,6205.108620689655,0.4991624790619765,1830,2970,3450,3630,6177.5407905803195,0.49756493506493504,2000,2970,3450,3630,6156.898858075041,0.498812351543943,2120,2970,3450,3630,6132.693779904306,0.5003885003885004,2230,2970,3450,3630,6161.547021943574,0.503030303030303,2340,2970,3450,3630,6161.456488549618,0.5041014168530947,2460,2970,3450,3630,6150.559819413093,0.5022255192878339,2510,2970,3450,3630,6161.973094170404,0.5036764705882353,2570,2970,3450,3630,6154.991111111111
CENTRAL REGION,CR,KALLANG,KL,KALLANG BAHRU,,0,0,0,0,,,0,0,0,0,,,0,1550,2440,3480,,,0,1550,2440,3480,,,0,1550,2440,3480,,,0,1550,2440,3480,,,0,1550,2440,3480,,,0,1550,2440,3480,,,0,1550,2440,3480,,,0,1550,2440,3480,
CENTRAL REGION,CR,KALLANG,KL,KAMPONG BUGIS,0.5,120,300,240,270,11559.032967032967,0.5054945054945055,120,280,250,270,11253.0,0.5180722891566265,100,2550,3640,3530,9903.28205128205,0.5116279069767442,110,2550,3640,3530,10015.132530120482,0.5057471264367817,120,2550,3640,3530,10004.564705882352,0.5056179775280899,130,2550,3640,3530,10080.681818181818,0.4943820224719101,140,2550,3640,3530,9939.227272727272,0.4943820224719101,140,2550,3640,3530,9926.528735632184,0.48863636363636365,130,2550,3640,3530,9658.418604651162,0.49411764705882355,140,2550,3640,3530,9415.22891566265
CENTRAL REGION,CR,KALLANG,KL,KAMPONG JAVA,0.4881291547958215,1690,2530,3320,3000,12191.686839577329,0.48732394366197185,1790,2530,3390,2960,12084.40796963947,0.4892623716153128,1830,0,0,0,11964.585457979225,0.4894009216589862,1860,0,0,0,11776.240671641792,0.490072202166065,1950,0,0,0,11721.67305936073,0.4920071047957371,2060,0,0,0,11649.904590459046,0.4920774647887324,2140,0,0,0,11531.107142857143,0.48995633187772925,2190,0,0,0,11466.269264836139,0.4919011082693947,2280,0,0,0,11447.769696969697,0.4911242603550296,2300,0,0,0,11380.958620689655
CENTRAL REGION,CR,KALLANG,KL,LAVENDER,0.5237603305785123,1610,2320,3110,2650,10963.872570194384,0.5263157894736842,1580,2310,3030,2590,10497.738173817383,0.5272914521112255,1640,300,240,270,10297.347732181426,0.5245245245245245,1730,300,240,270,10212.648421052632,0.5230166503428012,1820,300,240,270,10129.954498448811,0.5232558139534884,1830,300,240,270,10006.11282051282,0.5278846153846154,1880,300,240,270,9964.574642126789,0.5260663507109005,1910,300,240,270,9926.686175580222,0.527117031398668,1970,300,240,270,9795.69648241206,0.5270142180094787,1970,300,240,270,9869.823823823825
CENTRAL REGION,CR,KALLANG,KL,TANJONG RHU,0.47074707470747074,2270,2480,4060,2290,15983.759781619654,0.46781504986400724,2300,2450,4070,2220,15856.38496791934,0.46835443037974683,2400,2530,3320,3000,15760.060384263496,0.4687782805429864,2410,2530,3320,3000,15578.131147540984,0.4696969696969697,2460,2530,3320,3000,15455.906306306306,0.4677276746242264,2490,2530,3320,3000,15310.850492390331,0.46472663139329806,2510,2530,3320,3000,15168.123655913978,0.4650751547303271,2500,2530,3320,3000,15016.389587073609,0.46540880503144655,2440,2530,3320,3000,14818.89736603088,0.46624087591240876,2420,2530,3320,3000,14682.683823529413
NORTH REGION,NR,LIM CHU KANG,LK,LIM CHU KANG,0.5454545454545454,30,30,30,30,,0.5454545454545454,40,10,50,30,,0.5454545454545454,40,2320,3110,2650,,0.5454545454545454,30,2320,3110,2650,,,0,2320,3110,2650,,,0,2320,3110,2650,,,0,2320,3110,2650,,,0,2320,3110,2650,,,0,2320,3110,2650,,,0,2320,3110,2650,
NORTH REGION,NR,MANDAI,MD,MANDAI EAST,,0,0,0,0,,,0,0,0,0,,,0,2480,4060,2290,,,0,2480,4060,2290,,,0,2480,4060,2290,,,0,2480,4060,2290,,,0,2480,4060,2290,,,0,2480,4060,2290,,,0,2480,4060,2290,,,0,2480,4060,2290,
NORTH REGION,NR,MANDAI,MD,MANDAI ESTATE,0.47368421052631576,400,590,670,420,22521.743842364533,0.47115384615384615,430,590,680,410,22548.94581280788,0.4784688995215311,450,30,30,30,22558.91089108911,0.4719626168224299,510,30,30,30,22556.243902439026,0.4697674418604651,530,30,30,30,22600.04854368932,0.4716981132075472,530,30,30,30,22668.257425742573,0.4714285714285714,530,30,30,30,22695.59405940594,0.4716981132075472,580,30,30,30,22620.28431372549,0.47342995169082125,590,30,30,30,22523.92,0.47783251231527096,580,30,30,30,22564.48979591837
NORTH REGION,NR,MANDAI,MD,MANDAI WEST,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
CENTRAL REGION,CR,MARINA EAST,ME,MARINA EAST,,0,0,0,0,,,0,0,0,0,,,0,590,670,420,,,0,590,670,420,,,0,590,670,420,,,0,590,670,420,,,0,590,670,420,,,0,590,670,420,,,0,590,670,420,,,0,590,670,420,
CENTRAL REGION,CR,MARINA SOUTH,MS,MARINA SOUTH,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
CENTRAL REGION,CR,MARINE PARADE,MP,EAST COAST,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
CENTRAL REGION,CR,MARINE PARADE,MP,KATONG,0.4748663101604278,1880,2220,3090,2190,23060.861842105263,0.4742489270386266,1880,2250,3110,2100,23081.344334433445,0.47654584221748403,1890,0,0,0,23082.758469945355,0.47876857749469215,1920,0,0,0,23053.116684841876,0.4794952681388013,1960,0,0,0,23084.615384615383,0.4812889812889813,2020,0,0,0,23112.933333333334,0.48205128205128206,2100,0,0,0,23153.53340402969,0.47835051546391755,2130,0,0,0,23193.647058823528,0.47789473684210526,2190,0,0,0,23212.417943107223,0.47547974413646055,2230,0,0,0,23190.220994475138
CENTRAL REGION,CR,MARINE PARADE,MP,MARINA EAST (MP),,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,0,0,0,0,
CENTRAL REGION,CR,MARINE PARADE,MP,MARINE PARADE,0.4661458333333333,5170,5700,8340,7670,10669.568495707354,0.4666666666666667,5150,5760,8330,7640,10517.116261682242,0.4671506352087114,5370,2220,3090,2190,10576.543335761107,0.46564613741545036,5560,2220,3090,2190,10425.219878441187,0.4664323374340949,5730,2220,3090,2190,10325.189551711966,0.46731234866828086,5930,2220,3090,2190,10251.285416666668,0.4678141135972461,5970,2220,3090,2190,9980.830971310059,0.46774193548387094,6110,2220,3090,2190,9865.435667471542,0.4675638371290545,6040,2220,3090,2190,9770.228313671061,0.4665523156089194,6080,2220,3090,2190,9782.496894409938
CENTRAL REGION,CR,MARINE PARADE,MP,MOUNTBATTEN,0.4729458917835671,2040,2440,3170,2340,23308.178137651823,0.4735812133072407,2100,2500,3320,2300,23247.988165680472,0.47093023255813954,2160,0,0,0,23226.896484375,0.4730250481695568,2250,0,0,0,23272.851311953353,0.47246376811594204,2290,0,0,0,23280.85380116959,0.4730656219392752,2240,0,0,0,23291.532673267327,0.4725490196078431,2250,0,0,0,23346.20594059406,0.4715852442671984,2220,0,0,0,23377.633434038267,0.4695912263210369,2250,0,0,0,23413.897177419356,0.4694501018329939,2220,0,0,0,23439.319587628866
CENTRAL REGION,CR,MUSEUM,MU,BRAS BASAH,,0,0,0,0,,,0,0,0,0,,,0,5700,8340,7670,,,0,5700,8340,7670,,,0,5700,8340,7670,,,0,5700,8340,7670,,,0,5700,8340,7670,,,0,5700,8340,7670,,,0,5700,8340,7670,,,0,5700,8340,7670,
